navi_usage/hours,radio_usage/hours,ac_usage/hours,drive_time/hours,number_occupants,driver_age,call_time/hours,trips_num,speed,target,cooling/hours,id,body_style_A-Class,body_style_AMG GT,body_style_B-Class,body_style_CLA,body_style_CLS,body_style_E-Class,body_style_GLA/GLB,body_style_GLC,body_style_GLE,body_style_GLS,class_Convertible,class_Coupé,class_Hatch,class_MPV,class_SUC,class_SUV,class_Sedan,class_Shooting Brake,class_Wagon,country_AU,country_CA,country_JP,country_KR,country_MX,country_NZ,country_TW,country_US
1.9274,15.5664,9.5,33.3456,2,44,0.8169,42.0,82.63,1,9.5337,63f57db2-a9ae-4fe9-b897-2955b6db8763,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.8707,4.0564,4.5427,22.6546,2,53,0.0,43.0,64.63,1,4.6644,d7332b6c-48c2-4dd3-bd09-d6de5eba619e,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.8096,12.5507,6.9716,30.9386,2,60,0.0,30.0,66.0,0,7.0346,11096383-daeb-4d0e-8776-9a8ac2e6f307,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.6287,7.887,6.6397,26.7463,3,38,0.6495,49.0,87.25,1,6.8467,ff4d978d-62a5-4477-b3c8-2b236c345dea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.7483,16.3533,6.6342,33.9432,1,59,0.0,42.0,64.66,1,6.6491,11aab6fa-ec2d-43a6-a15c-4819fe906868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,10.5763,8.4266,29.2447,2,46,0.5854,41.0,75.2,1,8.7219,b15da1be-9bc8-44d9-bda4-4ea61e0b58ae,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.1281,7.4358,6.4245,26.3012,2,51,0.0,38.0,68.34,1,6.4772,424d598d-bb12-420c-9bc4-33f62dc63018,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.6121,2.6357,2.7665,20.9047,1,51,2.3121,48.0,79.04,1,2.9024,244c4689-da68-4698-9a91-21ecb9d796fe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8.4113,21.6042,7.3457,37.6705,1,52,0.0,49.0,74.45,0,7.5125,0253ec9f-4b8b-4f1c-8178-c2a0f9f99863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.0,8.8946,7.5303,27.7116,2,46,2.0138,40.0,80.74,1,7.5782,42f77975-3cd1-4307-a442-646742228712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.9328,13.3233,8.4202,31.5744,1,57,0.6495,25.0,64.65,1,8.7012,ad291595-6512-4d2e-8338-62d11fcd1287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.9799,22.1243,9.5176,38.0182,2,47,0.0,42.0,79.58,0,9.7316,5d906a9a-60be-40d9-9248-a0469aeb8268,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.7621,12.5066,11.1055,30.9019,2,45,0.6495,28.0,70.59,1,11.1167,6c52719b-8d59-4f03-afa6-64a7430be73e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.852,4.0392,8.3617,22.6343,2,40,1.0892,29.0,71.11,1,8.6063,aaaa5ee1-09f7-487e-a559-d39fc109f285,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.1954,8.9786,9.1125,27.7904,2,34,2.6807,40.0,86.58,1,9.3134,50db4441-a46b-4bdf-99f9-31ef0888ade4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11.396,13.3877,7.4382,31.6267,2,41,0.9509,49.0,84.35,0,7.5192,8d5eb3c5-4050-4c1b-a9ac-441df252dd80,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6.7806,8.3408,4.9705,27.1858,1,51,0.3538,48.0,74.95,1,4.9813,da7ee6eb-7257-4406-a630-7ca540c8aaa7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.8838,5.9414,6.3756,24.7631,2,41,1.3407,44.0,78.42,1,6.5465,ffdc71fb-eaee-4afd-816a-ecc1b21f6039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5.2819,8.7225,6.666,27.5494,1,59,0.0,31.0,59.22,1,6.7267,29ea7b28-46e4-4523-83f6-61d66c879f88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.3887,9.7578,10.8566,28.5099,2,35,2.2254,31.0,84.11,1,11.1212,98b9e78f-bb91-4a23-9cc1-b3857912c354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.0042,6.262,5.8757,25.102,2,60,0.0,25.0,62.67,1,6.0884,2055ceaf-36ae-4538-9e69-e24fc21569f0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.6521,1.136,4.4731,18.8532,2,47,0.8106,37.0,67.47,1,4.5637,764c0d31-6336-49ed-90b3-4fba10c46943,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8321,0.0,0.9244,12.7389,2,42,2.9294,49.0,77.45,1,0.9557,e7f8b426-cb85-4207-befc-3a8ddaf5513f,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.7036,17.7142,9.9729,34.9506,2,45,0.0,38.0,80.69,0,10.2346,cdf91ed9-8978-4a16-b46f-f552d52910b3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.625,1.2795,7.0627,19.0607,2,42,0.3707,23.0,62.35,0,7.1308,c21336be-2c68-489f-9507-8a335309fe14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.5414,15.1982,5.6392,33.062,1,54,0.0,56.0,68.44,0,5.8869,ccae7f2e-7781-41fd-94c8-c2014a13b048,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.7255,10.4844,11.8758,29.1632,2,37,0.9978,26.0,78.13,1,12.14,1eb1bcb3-c600-443d-a37c-214ccf2fd436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12.0705,19.888,14.0398,36.4975,2,34,0.4173,34.0,85.34,0,14.23,1e668847-abb5-4ef7-ae2e-f7e1ee07bae6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.3291,17.5997,5.051,34.8671,1,57,0.0,49.0,76.87,1,5.1799,7f4812ae-0d34-49de-bcf5-f21a2ed64cc1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9.0311,23.2366,10.8643,38.7507,2,34,1.1209,52.0,92.95,1,11.0755,d9bb6815-d16b-40a6-a6c7-2948ca67ae2b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12.7111,25.2061,7.4774,40.0125,2,53,0.0,45.0,77.95,0,7.7651,b5bdab84-1b30-4eaf-a1c9-bae62ad93a2f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.2176,3.9749,6.4563,22.5584,2,45,0.373,39.0,67.36,1,6.6901,6f21e7c2-2424-4dc2-bcb2-9ec6cf30dc5b,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9309,0.0,1.7259,13.8331,1,50,0.1439,43.0,59.18,1,1.9256,6a96a259-a8bd-4bff-85ab-1dbb08898ef6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12.8321,6.6955,5.2431,25.5522,2,44,2.871,42.0,87.31,0,5.3786,370e14fa-b855-47c6-a0c5-b6e225f22a7b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9.9735,3.2909,1.769,21.7317,1,52,0.6495,50.0,83.54,1,1.8733,123ded0c-f8a3-4b56-a7a4-ca6c19f59684,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,1.965,8.8707,20.0173,2,33,0.3995,30.0,62.34,1,8.9916,16c3a511-37bc-4f4d-a3f6-409769c5ebd2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.4227,3.0885,5.3599,21.4802,1,53,0.0,35.0,59.2,1,5.649,ae410eba-5dbe-4093-b581-f460f1311d20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13.3471,15.4143,2.3962,33.2288,2,54,1.5191,55.0,91.17,1,2.5866,cb944afc-9608-4e89-8ee0-04e1afae6ad5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.1105,13.3536,5.3741,31.599,1,55,0.0,45.0,74.76,1,5.4972,ab929946-ab7e-4d38-8446-c1406a4b8b10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19.3669,15.6998,4.9082,33.4478,2,44,1.3374,55.0,91.31,0,5.1183,2435ad91-8ea7-458c-b053-feebc9af9079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6.0417,5.2757,6.0115,24.0423,3,39,1.7739,50.0,79.0,0,6.1601,e65f6fa7-0495-457b-9cb7-20dea6f2e803,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.8195,21.3532,9.7752,37.5014,3,39,0.6287,49.0,89.27,1,9.991,619709fa-f867-4088-b4f5-5fd83477af0f,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.6151,11.0482,6.1019,29.6592,2,51,0.7088,42.0,79.25,1,6.3059,3d86b57d-d7b6-4f92-9a6a-83bc57022b52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.919,11.6722,11.371,30.1978,3,40,0.4298,31.0,75.73,1,11.627,871be97a-ba96-4ee1-8ea0-186f98f749d3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0926,4.715,6.5761,23.4157,2,38,0.9068,52.0,72.21,1,6.7961,13470021-75b1-4a1c-9682-4e531d37d887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0092,2.6904,7.5748,20.9752,2,41,0.6448,29.0,66.17,1,7.6807,fc250b84-40f7-4c07-8f36-db28e83f003e,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.2471,7.6099,4.3234,26.4739,2,47,1.7043,57.0,80.94,1,4.5613,6e1cb92e-585d-4c03-a0b3-8da286140805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.1715,5.2394,6.108,24.0023,2,42,2.9813,43.0,82.91,1,6.302,985db87a-ab3c-4ac7-8f9d-e349931a4b24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6.1315,18.9419,6.7127,35.8331,2,47,0.3447,53.0,85.31,0,6.9118,8b61bc07-3f43-42d2-81a8-f42e3a341894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.9319,14.0063,9.9829,32.125,2,45,0.6495,35.0,76.29,1,10.1175,e7cbba6a-6e63-42ba-9bea-d25fc01e367d,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,11.0253,8.9257,29.6392,2,56,0.0,31.0,60.12,0,9.1096,4d895559-2d8b-4be1-9953-4adf159a6389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.993,10.4654,3.8567,29.1463,2,56,0.7336,47.0,80.31,0,4.0656,9eee7c48-8a03-42f9-8504-d26100157840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10.8974,13.1637,9.6824,31.4442,2,41,0.6495,37.0,82.4,0,9.8676,6bb6b6bd-5b65-4e17-94a5-dac7fa31e9e7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9.504,13.5771,4.9307,31.7802,1,59,0.0,41.0,74.61,1,5.0687,74e0da66-9390-442e-9fa9-e144f11d270b,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.2278,14.5434,0.2716,32.5509,2,70,0.0,58.0,69.9,1,0.5376,5ed461e5-cebf-452e-b18b-958a0a4ff0c5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7451,6.0514,3.4123,24.8799,1,61,0.0,45.0,64.49,1,3.4627,ab76d2c5-63ba-4488-a0ed-45725e070dc6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.9408,1.1073,4.455,18.8115,2,45,2.4881,31.0,77.73,1,4.6858,561a7517-213d-4b2b-a0a4-63738bba9071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.6689,0.0631,4.1154,17.2086,2,35,3.3041,47.0,79.62,1,4.1829,6d9bdacf-dad5-4ef9-96ab-165c646d2924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9.744,14.7298,9.2908,32.6973,2,43,0.0,42.0,77.89,1,9.312,12762b9d-7423-4a73-8189-cd9bfce04531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0931,3.7894,4.6738,22.3376,2,53,0.0,42.0,62.77,1,4.8052,551aa165-fb96-4984-a849-26c018559084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.6692,3.9232,1.869,22.4971,1,53,3.5815,54.0,85.43,1,2.0368,83fcefdb-c90f-4db4-8724-e5f2cea52de2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.5406,8.6698,10.0726,27.4995,2,42,0.2827,29.0,71.77,1,10.0882,6bd2feae-b2c0-4a5b-9676-d782920c5f0c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.323,3.043,5.6617,21.4231,2,45,0.642,41.0,68.43,1,5.8834,ad1c92b6-d3d7-4505-9484-8a2fb29038c6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.0923,8.928,6.032,27.743,2,48,1.0525,40.0,80.68,1,6.2236,2fd7bbc4-fc3c-4c05-8b00-09d9b21aa46f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.3762,7.524,9.2608,26.3889,2,42,0.3666,34.0,71.05,1,9.5346,0cae5a8f-a7ef-4bc4-885e-8fff56c74d81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7.1569,8.1748,7.3469,27.0259,1,51,0.0,33.0,67.65,1,7.6368,8d556ef4-59d5-42aa-8c07-58fa4d98b5d1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.552,15.0727,12.1408,32.9647,3,38,0.0,42.0,73.82,0,12.141,1615a0a7-3b02-4162-95cd-ebef40750a66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.7149,18.4015,7.2955,35.4476,1,63,0.0,38.0,58.69,1,7.3066,9dd98b36-0919-4db2-ac0d-976f1c3e78b6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.7241,11.8517,7.4771,30.3508,2,42,0.6721,51.0,80.08,1,7.6819,8148e55d-3772-4286-86a2-0b1705f0a2d8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10.3971,8.7423,8.0223,27.5681,2,28,3.7414,56.0,91.19,0,8.1936,0f22963c-41cc-43c4-bb47-d4a565de3f78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.4915,6.2351,5.2377,25.0738,2,55,0.0,42.0,62.94,1,5.4267,9dde0438-9642-496d-8cb1-e9b3ace3334e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9.099,8.4708,5.7505,27.3102,2,47,0.6495,45.0,80.79,0,5.7598,214707be-edbe-4f34-a57b-50054e4dc1fe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7.9422,1.4026,1.1756,19.2365,2,48,2.5642,59.0,81.82,1,1.2376,eb2d8af2-a691-4489-8bb4-cfbad9d7b328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2.5611,3.7636,5.3386,22.3068,2,45,0.9209,46.0,71.55,1,5.4851,a9246f7d-1bf1-4559-8853-3c1a56f486a1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.7837,8.0938,7.3139,26.9475,2,42,0.5783,44.0,75.79,1,7.3316,904773d4-7c9a-49c8-8673-d317bb494c5e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11.431,8.4807,3.0984,27.3196,2,52,0.6495,50.0,85.72,0,3.3783,544b3749-7de3-4a41-a864-4df8ae37bd1c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0943,8.2726,9.0238,27.1202,2,59,0.0,24.0,48.0,0,9.3131,4b83f69d-89c8-4e6e-982d-957864c01a2e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8.566,12.4182,11.5302,30.8281,3,41,0.0,29.0,74.46,1,11.6464,130a76f2-00da-44a7-a07e-12de3d001834,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.8017,18.1139,5.9005,35.2406,2,63,0.0,42.0,62.55,1,5.9484,251a8341-bf97-4099-883b-378418b3190c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.5667,9.5611,5.8964,28.3302,2,54,0.0069,37.0,73.34,1,6.1053,eb2655f5-20d8-4194-ad28-e0a8ecd12b8e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.9927,14.5602,8.297,32.5641,2,45,0.5995,44.0,81.3,1,8.355,4d9e7c22-00cd-4d16-8bec-5b6de2d7456d,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.5484,10.8691,7.233,29.5027,2,46,0.0,46.0,72.33,1,7.4962,960d289a-90b0-4015-849d-e43985fa7b80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4.7767,17.4211,9.3942,34.7363,2,53,0.6495,36.0,66.12,1,9.5681,bc3b5511-1120-4864-889b-03cd18510234,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2012,10.5804,4.8728,29.2483,2,48,1.1016,57.0,80.96,0,5.0269,14f5b43a-f0b1-40f0-8d9c-243d166e3680,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
